FriendDeck,EnemyDeck,WinnerDeck
0,2,1,0,0,1,1,1,1,0,0,2,0,2,1,0,0,0,0,0,0,2,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Enemy
0,0,0,1,2,1,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,2,0,1,0,2,1,0,2,0,1,2,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Enemy
2,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,2,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Friend
2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,2,0,1,1,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Friend
1,2,0,0,1,1,0,0,0,0,1,1,0,1,2,1,0,0,1,1,1,1,0,1,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Enemy
0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,1,1,0,1,2,2,0,1,0,1,1,1,0,0,0,2,1,1,0,0,0,0,2,2,0,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Enemy
0,0,0,1,1,1,0,2,2,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,2,1,1,0,1,0,1,0,2,1,2,0,0,0,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Friend
0,0,0,0,2,1,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,2,0,1,0,2,1,1,0,0,1,0,0,2,2,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Enemy
1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,2,2,0,2,0,1,0,0,2,0,0,0,1,1,1,0,0,2,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,2,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Friend
2,1,1,2,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,2,1,1,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Friend
1,0,0,0,0,0,1,2,0,2,0,0,1,2,1,2,0,0,1,1,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,1,0,0,2,1,0,2,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,Friend
0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,0,2,0,0,1,0,1,0,2,1,1,0,1,0,0,0,1,1,0,1,1,1,1,2,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,0,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,2,0,2,0,1,1,0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,1,1,0,0,1,1,1,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,2,1,1,1,0,2,0,0,2,2,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,0,1,0,0,0,1,0,2,0,0,2,2,1,0,2,1,1,0,1,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,2,0,0,0,1,1,0,2,0,0,1,1,0,0,1,2,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,0,1,0,1,0,0,1,0,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,2,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,0,1,1,2,0,0,0,2,1,0,1,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,0,1,2,0,1,0,0,0,2,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,1,0,0,2,1,0,0,2,2,1,0,0,1,2,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,0,2,0,1,1,0,0,0,0,2,0,2,1,0,0,1,0,1,2,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,2,1,1,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,2,0,1,0,0,0,1,0,1,0,0,0,2,1,0,1,1,1,0,0,0,2,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,2,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0,2,1,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,2,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,2,1,1,1,0,1,2,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,2,0,1,0,0,0,1,2,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,1,0,0,1,1,0,0,2,0,0,0,2,1,2,1,1,1,0,2,1,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,2,2,0,1,0,0,0,0,2,2,0,0,2,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,1,1,1,2,0,0,1,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
2,1,2,0,0,0,0,1,1,1,1,1,2,0,2,1,0,0,0,0,0,0,1,2,1,1,0,1,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,2,1,0,0,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,2,2,1,1,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,1,1,1,0,0,0,2,0,1,1,1,1,2,0,0,2,2,2,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,1,0,0,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,2,0,2,1,1,1,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,1,1,2,0,1,1,2,0,2,0,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,2,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,0,0,0,2,1,0,1,0,1,1,0,1,1,1,1,0,0,2,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,1,1,1,2,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,1,2,1,0,2,0,0,1,0,1,0,0,1,2,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,1,1,0,2,0,0,2,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,2,2,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
2,1,2,0,2,0,0,1,0,0,0,1,0,0,1,1,2,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,2,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,1,0,0,2,1,2,0,2,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,0,1,1,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,2,1,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,1,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,2,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,1,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,2,2,0,0,0,0,2,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,1,1,1,2,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,1,0,2,1,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,1,1,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
1,0,0,0,0,1,1,0,0,0,0,0,2,0,2,2,0,0,2,1,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,2,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,1,0,0,2,1,0,1,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,2,0,0,1,1,1,1,2,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,1,1,1,0,0,1,0,0,2,2,0,0,1,2,0,1,1,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,2,1,0,1,1,0,2,0,0,0,1,1,0,2,0,1,2,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,2,1,0,1,1,1,1,1,1,2,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,1,1,1,1,2,2,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,2,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,2,2,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,1,1,0,0,2,0,1,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,2,0,1,0,0,0,0,2,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
1,0,1,1,0,0,0,1,0,0,2,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2,1,2,0,1,0,0,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,2,0,1,0,2,0,2,0,1,1,1,0,0,0,0,0,2,0,1,0,2,1,0,1,0,2,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,1,2,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,0,0,2,1,0,2,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,2,1,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,2,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,1,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,2,1,0,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,1,0,0,0,2,1,2,0,0,1,0,2,1,1,0,0,0,0,2,1,1,1,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Enemy
0,0,0,1,0,2,0,1,1,0,0,2,0,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,2,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
0,0,1,0,0,2,0,1,1,0,0,1,2,0,2,0,1,1,1,2,1,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,2,1,0,0,1,0,1,1,0,0,1,1,0,2,0,2,1,0,2,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,1,1,1,2,0,0,1,0,0,1,1,1,0,1,2,0,1,0,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,0,0,Friend
